model,IS_KS_pct,OoS_KS_pct,IS_AD_pct,OoS_AD_pct,sim_kurt,ACF_MAE,br01_pct,LRuc01,LRind01,br05_pct,LRuc05,LRind05
QuantGAN,0.0,0.0,0.0,0.0,2.054,0.05906,1.05,0.014,20.873,3.32,3.828,5.256
